CODE	ALT_CODE	USAGE	USAGE_UK	DESCRIPTION	MODIFIER_4	MODIFIER_5	QUALIFIERS	GENDER_MASK	MIN_AGE	MAX_AGE	TREE_DESCRIPTION
Y05.6	Y056	DEFAULT	0	Sexual assault by bodily force	Industrial and construction area						
Y05.7	Y057	DEFAULT	0	Sexual assault by bodily force	Farm						
Y05.8	Y058	DEFAULT	0	Sexual assault by bodily force	Other specified places						
Y05.9	Y059	DEFAULT	0	Sexual assault by bodily force	Unspecified place						
Y06	Y06	DEFAULT	0	Neglect and abandonment							
Y06.0	Y060	DEFAULT	0	By spouse or partner							
Y06.1	Y061	DEFAULT	0	By parent							
Y06.2	Y062	DEFAULT	0	By acquaintance or friend							
Y06.8	Y068	DEFAULT	0	By other specified persons							
Y06.9	Y069	DEFAULT	0	By unspecified person							
Y07	Y07	DEFAULT	0	Other maltreatment							
Y07.0	Y070	DEFAULT	0	By spouse or partner							
Y07.1	Y071	DEFAULT	0	By parent							
Y07.2	Y072	DEFAULT	0	By acquaintance or friend							
Y07.3	Y073	DEFAULT	0	By official authorities							
Y07.8	Y078	DEFAULT	0	By other specified persons							
Y07.9	Y079	DEFAULT	0	By unspecified person							
Y08	Y08	DEFAULT	0	Assault by other specified means							
Y08.0	Y080	DEFAULT	0	Assault by other specified means	Home						
Y08.1	Y081	DEFAULT	0	Assault by other specified means	Residential institution						
Y08.2	Y082	DEFAULT	0	Assault by other specified means	School, other institution and public administrative area						
Y08.3	Y083	DEFAULT	0	Assault by other specified means	Sports and athletics area						
Y08.4	Y084	DEFAULT	0	Assault by other specified means	Street and highway						
Y08.5	Y085	DEFAULT	0	Assault by other specified means	Trade and service area						
Y08.6	Y086	DEFAULT	0	Assault by other specified means	Industrial and construction area						
Y08.7	Y087	DEFAULT	0	Assault by other specified means	Farm						
Y08.8	Y088	DEFAULT	0	Assault by other specified means	Other specified places						
Y08.9	Y089	DEFAULT	0	Assault by other specified means	Unspecified place						
Y09	Y09	DEFAULT	0	Assault by unspecified means							
Y09.0	Y090	DEFAULT	0	Assault by unspecified means	Home						
Y09.1	Y091	DEFAULT	0	Assault by unspecified means	Residential institution						
Y09.2	Y092	DEFAULT	0	Assault by unspecified means	School, other institution and public administrative area						
Y09.3	Y093	DEFAULT	0	Assault by unspecified means	Sports and athletics area						
Y09.4	Y094	DEFAULT	0	Assault by unspecified means	Street and highway						
Y09.5	Y095	DEFAULT	0	Assault by unspecified means	Trade and service area						
Y09.6	Y096	DEFAULT	0	Assault by unspecified means	Industrial and construction area						
Y09.7	Y097	DEFAULT	0	Assault by unspecified means	Farm						
Y09.8	Y098	DEFAULT	0	Assault by unspecified means	Other specified places						
Y09.9	Y099	DEFAULT	0	Assault by unspecified means	Unspecified place						
Y10	Y10	DEFAULT	0	Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent							
Y10.0	Y100	DEFAULT	0	Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent	Home						
Y10.1	Y101	DEFAULT	0	Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent	Residential institution						
Y10.2	Y102	DEFAULT	0	Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent	School, other institution and public administrative area						
Y10.3	Y103	DEFAULT	0	Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent	Sports and athletics area						
Y10.4	Y104	DEFAULT	0	Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent	Street and highway						
Y10.5	Y105	DEFAULT	0	Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent	Trade and service area						
Y10.6	Y106	DEFAULT	0	Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent	Industrial and construction area						
Y10.7	Y107	DEFAULT	0	Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent	Farm						
Y10.8	Y108	DEFAULT	0	Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent	Other specified places						
Y10.9	Y109	DEFAULT	0	Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent	Unspecified place						
Y11	Y11	DEFAULT	0	Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent							
Y11.0	Y110	DEFAULT	0	Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent	Home						
Y11.1	Y111	DEFAULT	0	Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent	Residential institution						
Y11.2	Y112	DEFAULT	0	Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent	School, other institution and public administrative area						
Y11.3	Y113	DEFAULT	0	Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent	Sports and athletics area						
Y11.4	Y114	DEFAULT	0	Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent	Street and highway						
Y11.5	Y115	DEFAULT	0	Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent	Trade and service area						
Y11.6	Y116	DEFAULT	0	Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent	Industrial and construction area						
Y11.7	Y117	DEFAULT	0	Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent	Farm						
Y11.8	Y118	DEFAULT	0	Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent	Other specified places						
Y11.9	Y119	DEFAULT	0	Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent	Unspecified place						
Y12	Y12	DEFAULT	0	Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent							
Y12.0	Y120	DEFAULT	0	Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent	Home						
Y12.1	Y121	DEFAULT	0	Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent	Residential institution						
Y12.2	Y122	DEFAULT	0	Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent	School, other institution and public administrative area						
Y12.3	Y123	DEFAULT	0	Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent	Sports and athletics area						
Y12.4	Y124	DEFAULT	0	Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent	Street and highway						
Y12.5	Y125	DEFAULT	0	Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent	Trade and service area						
Y12.6	Y126	DEFAULT	0	Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent	Industrial and construction area						
Y12.7	Y127	DEFAULT	0	Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent	Farm						
Y12.8	Y128	DEFAULT	0	Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent	Other specified places						
Y12.9	Y129	DEFAULT	0	Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent	Unspecified place						
Y13	Y13	DEFAULT	0	Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent							
Y13.0	Y130	DEFAULT	0	Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent	Home						
Y13.1	Y131	DEFAULT	0	Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent	Residential institution						
Y13.2	Y132	DEFAULT	0	Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent	School, other institution and public administrative area						
Y13.3	Y133	DEFAULT	0	Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent	Sports and athletics area						
Y13.4	Y134	DEFAULT	0	Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent	Street and highway						
Y13.5	Y135	DEFAULT	0	Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent	Trade and service area						
Y13.6	Y136	DEFAULT	0	Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent	Industrial and construction area						
Y13.7	Y137	DEFAULT	0	Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent	Farm						
Y13.8	Y138	DEFAULT	0	Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent	Other specified places						
Y13.9	Y139	DEFAULT	0	Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent	Unspecified place						
Y14	Y14	DEFAULT	0	Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent							
Y14.0	Y140	DEFAULT	0	Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent	Home						
Y14.1	Y141	DEFAULT	0	Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent	Residential institution						
Y14.2	Y142	DEFAULT	0	Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent	School, other institution and public administrative area						
Y14.3	Y143	DEFAULT	0	Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent	Sports and athletics area						
Y14.4	Y144	DEFAULT	0	Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent	Street and highway						
Y14.5	Y145	DEFAULT	0	Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent	Trade and service area						
Y14.6	Y146	DEFAULT	0	Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent	Industrial and construction area						
Y14.7	Y147	DEFAULT	0	Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent	Farm						
Y14.8	Y148	DEFAULT	0	Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent	Other specified places						
Y14.9	Y149	DEFAULT	0	Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent	Unspecified place						
Y15	Y15	DEFAULT	0	Poisoning by and exposure to alcohol, undetermined intent							
Y15.0	Y150	DEFAULT	0	Poisoning by and exposure to alcohol, undetermined intent	Home						
Y15.1	Y151	DEFAULT	0	Poisoning by and exposure to alcohol, undetermined intent	Residential institution						
Y15.2	Y152	DEFAULT	0	Poisoning by and exposure to alcohol, undetermined intent	School, other institution and public administrative area						
Y15.3	Y153	DEFAULT	0	Poisoning by and exposure to alcohol, undetermined intent	Sports and athletics area						
Y15.4	Y154	DEFAULT	0	Poisoning by and exposure to alcohol, undetermined intent	Street and highway						
Y15.5	Y155	DEFAULT	0	Poisoning by and exposure to alcohol, undetermined intent	Trade and service area						
Y15.6	Y156	DEFAULT	0	Poisoning by and exposure to alcohol, undetermined intent	Industrial and construction area						
Y15.7	Y157	DEFAULT	0	Poisoning by and exposure to alcohol, undetermined intent	Farm						
Y15.8	Y158	DEFAULT	0	Poisoning by and exposure to alcohol, undetermined intent	Other specified places						
Y15.9	Y159	DEFAULT	0	Poisoning by and exposure to alcohol, undetermined intent	Unspecified place						
Y16	Y16	DEFAULT	0	Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent							
